url_sub_page,parsed_ingredients
https://www.allrecipes.com/recipe/209076/cherry-pretzel-squares/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 (21 ounce) cans LUCKY LEAF® Regular or Premium Cherry Fruit Filling
3 cups chopped pretzels
.75 cup brown sugar
.25 cup butter
1 (8 ounce) package cream cheese
1 cup powdered sugar"
https://www.allrecipes.com/recipe/212865/crazy-yummy-cranberry-pecan-cookies-with-orange-glaze/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2.25 cups all-purpose flour
1 teaspoon baking soda
1 teaspoon salt
1 cup butter
.75 cup white sugar
.75 cup brown sugar
1 teaspoon vanilla extract
2 eggs
1 cup chopped pecans
1 cup rolled oats
1 cup sweetened dried cranberries (such as Ocean Spray® Craisins®)
1.5 cups confectioners sugar
.5 cup freshly squeezed orange juice
1 orange"
https://www.allrecipes.com/recipe/181053/victory-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 (1 ounce) squares unsweetened chocolate
1 (1 ounce) square semisweet chocolate
.5 cup butter
.5 cup packed brown sugar
.5 cup white sugar
2 tablespoons honey
2 eggs
.75 cup all-purpose flour
.25 teaspoon salt
.25 teaspoon baking powder
1 tablespoon vanilla extract
1 cup chopped toasted hazelnuts
.125 teaspoon cayenne pepper"
https://www.allrecipes.com/recipe/19202/no-sugar-raisin-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.5 cups raisins
.5 cup peeled
1 cup water
.5 cup butter
1 cup all-purpose flour
1 teaspoon baking soda
1 teaspoon vanilla extract
1 cup quick cooking oats
2 eggs"
https://www.allrecipes.com/recipe/17328/orange-slice-cookies-ii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
1 cup brown sugar
1 cup white sugar
2 eggs
1 teaspoon vanilla extract
2 cups all-purpose flour
1 teaspoon baking soda
1 teaspoon salt
1 cup rolled oats"
https://www.allrecipes.com/recipe/22782/chocolate-walnut-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup chopped walnuts
.33 cup white sugar
.75 cup all-purpose flour
6 tablespoons butter
2 tablespoons butter
.33 cup water
.33 cup unsweetened cocoa powder
.5 cup white sugar
2 eggs
1 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/21631/blonde-brownies-v/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup margarine
2 tablespoons vegetable oil
.5 cup white sugar
1.5 cups brown sugar
4 eggs
1 teaspoon vanilla extract
1.25 cups all-purpose flour"
https://www.allrecipes.com/recipe/20124/almond-bars-ii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"12 graham crackers
1 cup sliced almonds
.75 cup butter"
https://www.allrecipes.com/recipe/24433/fabulous-chocolate-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".33 cup butter
1 cup brown sugar
.33 cup shortening
1 egg
1 teaspoon vanilla extract
1.5 cups all-purpose flour
.5 teaspoon baking soda
.5 teaspoon salt"
https://www.allrecipes.com/recipe/24455/amazingly-yummy-surprise-inside-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups butter
2.75 cups all-purpose flour
1 (18.25 ounce) package yellow cake mix"
https://www.allrecipes.com/recipe/25120/peanut-butter-cookies-x/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup peanut butter
.25 cup shortening
1 egg
1 (14 ounce) can sweetened condensed milk
1 teaspoon vanilla extract
1.5 cups all-purpose flour"
https://www.allrecipes.com/recipe/25088/merry-cherry-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
1 cup white sugar
1 egg
.5 teaspoon almond extract
2 cups all-purpose flour
.25 teaspoon salt
.75 cup chopped red and green candied cherries
.5 cup crushed candy coated milk chocolates"
https://www.allrecipes.com/recipe/10371/oatmeal-sugar-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup white sugar
1 cup shortening
2 eggs
1 teaspoon vanilla extract
1 cup rolled oats
.5 cup raisins
1.75 cups all-purpose flour
1 teaspoon baking soda"
https://www.allrecipes.com/recipe/10283/cornflake-clusters/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup corn syrup
3 tablespoons white sugar
2 cups cornflakes cereal
.5 cup flaked coconut"
https://www.allrecipes.com/recipe/10167/smore-bars-i/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup white sugar
.5 cup butter
1 egg
1.5 cups all-purpose flour
1 teaspoon baking powder
.25 teaspoon salt
1.5 cups milk chocolate candy bar"
https://www.allrecipes.com/recipe/10581/santas-whiskers-i/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
1 cup white sugar
2 tablespoons milk
1 teaspoon vanilla extract
2.5 cups sifted all-purpose flour
.75 cup finely chopped red and green candied cherries"
https://www.allrecipes.com/recipe/10704/orange-balls-i/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.125 cups vanilla wafers
.75 cup flaked coconut
.75 cup confectioners sugar
.5 (6 ounce) can frozen orange juice concentrate"
https://www.allrecipes.com/recipe/9716/almond-thins/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup unsalted butter
1 egg
1 cup white sugar
1.75 cups all-purpose flour
1 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/9687/orange-biscotti/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup almonds
.5 cup butter
2 eggs
1 large orange
.75 cup white sugar
2 tablespoons orange liqueur
1.5 teaspoons ground cinnamon
2.25 cups all-purpose flour"
https://www.allrecipes.com/recipe/9702/orange-marmalade-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup shortening
.5 cup white sugar
.5 teaspoon almond extract
.5 teaspoon vanilla extract
1 egg
1.5 cups all-purpose flour
1 teaspoon baking powder
.5 teaspoon ground cinnamon
.25 teaspoon ground cloves"
https://www.allrecipes.com/recipe/9771/coffee-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup shortening
1 egg
2 tablespoons instant coffee powder
.67 cup white sugar
.5 cup chopped walnuts"
https://www.allrecipes.com/recipe/9762/oatmeal-cookie-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2.5 cups dates
2 tablespoons lemon juice
.75 cup white sugar
.67 cup water
1.5 cups sifted all-purpose flour
1 cup packed brown sugar
.5 teaspoon salt"
https://www.allrecipes.com/recipe/9811/potato-chip-cookies-i/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 pound butter
1.5 cups white sugar
2 teaspoons vanilla extract
3.5 cups all-purpose flour"
https://www.allrecipes.com/recipe/10718/chinese-chews-ii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
2 cups all-purpose flour
4 tablespoons white sugar
4 eggs
1.5 cups packed brown sugar"
https://www.allrecipes.com/recipe/10815/monster-cookies-vii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"12 eggs
4.5 cups brown sugar
4 cups white sugar
1 tablespoon vanilla extract
1 tablespoon corn syrup
8 tablespoons baking soda
2 cups butter
3 pounds peanut butter
18 cups rolled oats"
https://www.allrecipes.com/recipe/10806/grammies-sweet-milk-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 egg
1 cup white sugar
.5 cup shortening
1 teaspoon baking soda
2 teaspoons cream of tartar
.25 teaspoon ground nutmeg
.25 teaspoon salt
2 cups all-purpose flour"
https://www.allrecipes.com/recipe/10899/langues-de-chat/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"9 tablespoons butter
.5 cup white sugar
2 tablespoons white sugar
3 egg whites
1.5 teaspoons vanilla extract
1.5 cups all-purpose flour"
https://www.allrecipes.com/recipe/11035/quick-lemon-crisps/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups all-purpose flour
.75 teaspoon baking soda
1 pinch salt
.75 cup shortening
1 cup white sugar"
https://www.allrecipes.com/recipe/11027/pistachio-chocolate-chip-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3.25 cups sifted all-purpose flour
2 teaspoons baking powder
.75 teaspoon salt
1 cup butter
1 cup white sugar
2 eggs
2 tablespoons milk
1 teaspoon vanilla extract
1 cup chopped walnuts"
https://www.allrecipes.com/recipe/11290/white-chocolate-coconut-macadamia-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup unsalted butter
.5 cup packed brown sugar
1.5 cups all-purpose flour
.75 teaspoon baking powder
.5 teaspoon baking soda
.25 teaspoon salt
3 tablespoons white sugar
1 egg
1 teaspoon vanilla extract
.5 cup chopped macadamia nuts
8 ounces white chocolate"
https://www.allrecipes.com/recipe/15153/snickerdoodle-supreme/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup shortening
1.25 cups white sugar
2 eggs
1 teaspoon vanilla extract
2.75 cups all-purpose flour
1 teaspoon baking soda
2 teaspoons cream of tartar
2 tablespoons white sugar"
https://www.allrecipes.com/recipe/11641/crescent-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2.5 cups sifted all-purpose flour
3 tablespoons white sugar
1 teaspoon baking powder
1 cup chopped pecans
1 cup butter"
https://www.allrecipes.com/recipe/16569/cinnamon-jumbles/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"4 cups sifted all-purpose flour
1 teaspoon baking soda
1 teaspoon salt
1 cup butter
2 cups white sugar
2 eggs
2 teaspoons vanilla extract
1.5 cups buttermilk"
https://www.allrecipes.com/recipe/15473/raisin-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups packed brown sugar
1 cup shortening
2 eggs
3 cups all-purpose flour
1 teaspoon ground cinnamon
1.75 teaspoons baking soda"
https://www.allrecipes.com/recipe/11542/butterscotch-brownies-in-a-jar/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups all-purpose flour
1.5 tablespoons baking powder
.25 teaspoon salt
.5 cup flaked coconut"
https://www.allrecipes.com/recipe/11621/oatmeal-raisin-cookies-v/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup raisins
.75 cup water
.75 cup butter
1.5 cups white sugar
1 teaspoon vanilla extract
2 eggs
2.5 cups all-purpose flour
.5 teaspoon baking powder
1 teaspoon baking soda
1 teaspoon ground cinnamon"
https://www.allrecipes.com/recipe/11571/master-cookie-mix/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"9 cups all-purpose flour
4 teaspoons baking soda
2 teaspoons salt
3 cups packed brown sugar
3 cups white sugar
4 cups shortening"
https://www.allrecipes.com/recipe/11449/baked-elephant-ears/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"8 tablespoons melted butter
1 cup all-purpose flour
5 tablespoons white sugar
.5 teaspoon salt
.5 teaspoon baking powder"
https://www.allrecipes.com/recipe/274070/grandmas-lace-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
.75 cup white sugar
1 egg
1 cup quick cooking oats (such as Quaker™)
3 tablespoons all-purpose flour
1 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/261183/chewy-keto-chocolate-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.5 cups almond butter
2 eggs
.5 cup low-calorie natural sweetener (such as Swerve®)
.33 cup unsweetened cocoa powder"
https://www.allrecipes.com/recipe/15499/whoopie-pies-vi/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups all-purpose flour
1 teaspoon baking soda
.25 teaspoon salt
.33 cup unsweetened cocoa powder
1 cup white sugar
1 egg
.33 cup vegetable oil
.75 cup milk
.5 cup butter
1 cup confectioners sugar"
https://www.allrecipes.com/recipe/11654/mary-mazzies-anise-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2.5 cups all-purpose flour
1 tablespoon baking powder
1 pinch salt
6 eggs
1.5 cups white sugar"
https://www.allrecipes.com/recipe/11268/baseball-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".67 cup butter
1 cup packed brown sugar
.25 cup light corn syrup
.25 cup crunchy peanut butter
1 teaspoon vanilla extract
4 cups quick cooking oats
2 cups semisweet chocolate chips
2 cups butterscotch chips
.67 cup crunchy peanut butter"
https://www.allrecipes.com/recipe/11224/grandmas-apple-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup shortening
1.33 cups packed brown sugar
1 egg
.25 cup milk
1 teaspoon baking soda
2 cups all-purpose flour
1 teaspoon ground cinnamon
.5 teaspoon ground cloves
.5 teaspoon ground nutmeg
1 cup chopped walnuts
1 cup dates"
https://www.allrecipes.com/recipe/11034/cinnamon-graham-crunchy-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
1 cup packed brown sugar
.5 cup white sugar
2 eggs
1 teaspoon vanilla extract
2 cups all-purpose flour
1 teaspoon baking powder
1 teaspoon baking soda
.5 teaspoon salt
1 cup rolled oats
2 cups semisweet chocolate chips"
https://www.allrecipes.com/recipe/10895/chocolate-butterscotch-squares/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.5 cups graham cracker crumbs
1 (14 ounce) can sweetened condensed milk
1 cup semisweet chocolate chips"
https://www.allrecipes.com/recipe/10863/chocolate-chip-crispy-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.5 cups all-purpose flour
.5 teaspoon baking soda
.25 teaspoon salt
.5 cup margarine
1 cup white sugar
1 egg
1 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/10879/cannoli-i/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3 cups ricotta cheese
1.25 cups white sugar
2 teaspoons vanilla extract
.5 cup chopped candied citron
.25 cup semisweet chocolate chips
3 cups all-purpose flour
.25 cup white sugar
1 teaspoon ground cinnamon
.25 teaspoon salt
3 tablespoons shortening
2 eggs
2 tablespoons distilled white vinegar
2 tablespoons cold water
1 egg white
.25 cup finely chopped pistachio nuts"
https://www.allrecipes.com/recipe/10958/nut-goody-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"4 cups semisweet chocolate chips
2 cups butterscotch chips
2 cups crunchy peanut butter"
https://www.allrecipes.com/recipe/10730/vanille-kipferl-ii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2.125 cups all-purpose flour
1 pinch salt
7 tablespoons unsalted butter
.5 cup confectioners sugar
1 egg
3 teaspoons vanilla sugar
1.25 cups ground almonds"
https://www.allrecipes.com/recipe/10780/passover-pesach-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"5 eggs
2.5 cups white sugar
1.25 cups vegetable oil
1.25 cups matzo cake meal"
https://www.allrecipes.com/recipe/10767/million-monster-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups shortening
2 cups butter
4 cups white sugar
4 cups packed light brown sugar
9 eggs
4 teaspoons vanilla extract
8 cups all-purpose flour
4 teaspoons baking powder
4 teaspoons baking soda
8 cups rolled oats
2 cups chopped pecans
2 cups shredded coconut"
https://www.allrecipes.com/recipe/9789/anginetti/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup white sugar
6 tablespoons butter
2 teaspoons vanilla extract
1 teaspoon lemon zest
3 eggs
2 cups all-purpose flour
2 teaspoons baking powder
1 tablespoon butter
3 cups sifted confectioners sugar
2 tablespoons water"
https://www.allrecipes.com/recipe/9714/turtles-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups chopped pecans
2 cups white sugar
1 cup unsalted butter
4 eggs
1 cup unsweetened cocoa powder
1 cup all-purpose flour
2 teaspoons vanilla extract
24 individually wrapped caramels"
https://www.allrecipes.com/recipe/9499/delicious-whole-wheat-fruitcake-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup packed brown sugar
1 cup water
1 cup raisins
2 tablespoons butter
.5 teaspoon salt
1.5 cups whole wheat flour
.75 teaspoon baking soda
.5 teaspoon ground ginger
1 teaspoon ground cinnamon
.5 cup dates
.5 cup candied mixed fruit peel"
https://www.allrecipes.com/recipe/9632/crispy-almond-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.75 cups all-purpose flour
1 teaspoon cream of tartar
.125 teaspoon salt
.5 cup shortening
.75 cup white sugar
2 eggs
1.5 teaspoons warm water
1.5 teaspoons baking soda
.5 teaspoon almond extract"
