url_sub_page,parsed_ingredients
https://www.allrecipes.com/recipe/10476/buckeye-cookies-ii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups butter
4 cups peanut butter
2 pounds confectioners sugar"
https://www.allrecipes.com/recipe/10465/pineapple-surprise-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup shortening
.5 cup white sugar
2 eggs
2 tablespoons milk
1 teaspoon vanilla extract
2 cups all-purpose flour
1.5 teaspoons baking powder
1 teaspoon ground cinnamon
1 tablespoon white sugar
1.5 teaspoons cornstarch
.75 cup white sugar"
https://www.allrecipes.com/recipe/10530/checkerboard-cookies-i/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 (1 ounce) square bittersweet chocolate
2.5 cups all-purpose flour
.75 teaspoon baking powder
.5 teaspoon salt
.75 cup butter
1 cup white sugar"
https://www.allrecipes.com/recipe/10577/million-dollar-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
1 teaspoon cream of tartar
1 cup vegetable oil
.5 teaspoon salt
1 cup packed brown sugar
1 cup white sugar
3 teaspoons vanilla extract
1 cup quick cooking oats
1 egg
1 cup semisweet chocolate chips
3.5 cups all-purpose flour
2 cups crisp rice cereal"
https://www.allrecipes.com/recipe/10622/cereal-chocolate-roll/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup corn syrup
.75 cup white sugar
2 tablespoons butter
4.5 cups crisp rice cereal
.33 cup butter
3 tablespoons milk
1.5 cups confectioners sugar"
https://www.allrecipes.com/recipe/25762/spritz-cookies-v/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups butter
1 cup white sugar
1 egg
2 teaspoons vanilla extract
1 teaspoon almond extract"
https://www.allrecipes.com/recipe/24434/cannoli-filling/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,1 (15 ounce) container ricotta cheese
https://www.allrecipes.com/recipe/24439/chocolaty-pecan-pie-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.25 cups all-purpose flour
.33 cup unsweetened cocoa powder
1 cup butter
1 cup confectioners sugar
1 egg"
https://www.allrecipes.com/recipe/24563/deep-fried-sweet-potato-balls/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 pound sweet potatoes-- cooked
4 teaspoons cornstarch
1 pinch salt
1 tablespoon water
1 cup shredded coconut
.5 cup brown sugar"
https://www.allrecipes.com/recipe/25034/chow-mein-noodle-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup margarine
.5 cup brown sugar
1 cup all-purpose flour
1 cup semisweet chocolate chips
5 cups miniature marshmallows
1 cup creamy peanut butter
.5 tablespoon light cream"
https://www.allrecipes.com/recipe/20137/austrian-peach-cookies-ii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup unsalted butter
1 cup white sugar
2 eggs
1 teaspoon vanilla extract
3.75 cups all-purpose flour
1 teaspoon baking powder
.5 cup milk
.25 cup semisweet chocolate chips
.67 cup apricot jam
.33 cup ground pecans
2 teaspoons rum
.25 cup water
1 cup white sugar"
https://www.allrecipes.com/recipe/19266/strawberries/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
1 cup white sugar
2 eggs
8 ounces chopped pitted dates
1 teaspoon vanilla extract
1 cup sifted all-purpose flour
.5 teaspoon salt
1 cup finely chopped almonds
2.5 cups crispy rice cereal"
https://www.allrecipes.com/recipe/19735/passover-komish/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"4 eggs
.75 cup vegetable oil
1 cup white sugar
1 teaspoon almond extract
.75 cup matzo meal
.75 cup potato starch
.25 teaspoon salt
1.5 cups chopped walnuts
.5 cup chocolate sprinkles"
https://www.allrecipes.com/recipe/21274/jam-drops/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup custard powder
.5 cup self-rising flour
2 tablespoons butter
2 eggs
.5 cup milk"
https://www.allrecipes.com/recipe/22554/poppy-seed-hungarian-style-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup heavy cream
1.25 cups poppy seeds
1.5 cups whole wheat flour
1 teaspoon baking soda
.5 teaspoon ground cinnamon
.75 cup butter
.5 lemon"
https://www.allrecipes.com/recipe/17312/dishpan-cookies-iii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup vegetable oil
.5 cup brown sugar
.5 cup white sugar
1 egg
.5 teaspoon vanilla extract
1 cup all-purpose flour
.5 teaspoon baking soda
.25 teaspoon salt
.33 cup rolled oats"
https://www.allrecipes.com/recipe/17526/huggie-bear-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".33 cup butter or margarine
.25 cup light corn syrup
.75 cup white sugar
2 eggs
1 teaspoon vanilla extract
.5 cup all-purpose flour"
https://www.allrecipes.com/recipe/17366/salted-peanut-rolls/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"24 ounces salted peanuts
2 cups peanut butter chips"
https://www.allrecipes.com/recipe/18185/yum/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.5 cups butter
1.25 cups packed brown sugar
1.25 cups white sugar
1 egg
1 teaspoon vanilla extract
4 cups all-purpose flour
2 teaspoons baking soda
.5 teaspoon salt"
https://www.allrecipes.com/recipe/19235/grandma-orcutts-date-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup shortening
2 cups brown sugar
2 eggs
1 teaspoon vanilla extract
3.5 cups all-purpose flour
1 teaspoon baking soda
1 teaspoon cream of tartar
2 tablespoons milk"
https://www.allrecipes.com/recipe/19237/popcorn-macaroons/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups popped popcorn
3 egg whites
.5 teaspoon baking powder
.25 teaspoon salt"
https://www.allrecipes.com/recipe/212837/maraschino-cherry-almond-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup unsalted butter
.67 cup sifted confectioners sugar
1.5 teaspoons almond extract
2 eggs
.125 teaspoon salt
2 cups all-purpose flour
.67 cup chopped drained maraschino cherries
2 egg whites
2 teaspoons lemon juice"
https://www.allrecipes.com/recipe/180945/old-english-lemon-cranberry-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups all-purpose flour
1 cup white sugar
1 teaspoon baking soda
.5 cup chopped walnuts
.5 teaspoon ground cloves
1 egg
.5 cup applesauce
juice from 1 lemon
1 teaspoon vanilla extract
.75 cup dried cranberries
zest from 1 lemon
.25 cup butter"
https://www.allrecipes.com/recipe/142457/almondy-warmth-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups all-purpose flour
.5 teaspoon baking powder
1 teaspoon baking soda
.125 teaspoon salt
1 tablespoon ground cinnamon
1.5 teaspoons ground nutmeg
.5 cup packed light brown sugar
.5 cup white sugar
1 cup butter-flavored spread
2 tablespoons sour cream
1 tablespoon olive oil
1.5 teaspoons almond extract
1 tablespoon amaretto liqueur"
https://www.allrecipes.com/recipe/26228/sesame-seed-cookies-iii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3 cups all-purpose flour
.75 cup white sugar
2 teaspoons baking powder
.125 teaspoon salt
.25 cup unsalted butter
.25 cup shortening
2 eggs
.25 cup milk
2 teaspoons vanilla extract"
https://www.allrecipes.com/recipe/26154/italian-cookies-iii/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"5 cups all-purpose flour
1.5 cups confectioners sugar
2 tablespoons baking powder
1 cup butter
3 eggs
1 tablespoon vanilla extract
1 tablespoon anise
1 cup confectioners sugar"
https://www.allrecipes.com/recipe/47644/mamool-or-maamoul/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups semolina flour
1.5 cups shortening
1 cup boiling water
.75 cup white sugar
2 cups ground walnuts"
https://www.allrecipes.com/recipe/42672/lemonia-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups milk
2 tablespoons bakers ammonia
2.5 cups granulated sugar
1 cup lard
.5 teaspoon salt
2 eggs"
https://www.allrecipes.com/recipe/27277/pecan-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.25 cups all-purpose flour
1 teaspoon baking powder
.25 teaspoon baking soda
.25 teaspoon salt
.5 cup butter or margarine
3 tablespoons brown sugar replacement (e.g. Sugar Twin)
9 tablespoons SPLENDA® Granular
1 egg"
https://www.allrecipes.com/recipe/77990/jewish-shortbread/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
.33 cup white sugar
.5 cup finely ground walnuts
1 teaspoon vanilla extract
1 pinch salt
1.67 cups all-purpose flour"
https://www.allrecipes.com/recipe/79253/gingerbread-straws/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3.75 cups all-purpose flour
1 tablespoon ground ginger
2 teaspoons ground cinnamon
1 teaspoon ground cloves
1 teaspoon ground nutmeg
.75 teaspoon salt
.75 teaspoon baking soda
.75 cup molasses
.25 cup water
12 tablespoons softened butter
1 cup light or dark brown sugar"
https://www.allrecipes.com/recipe/53872/no-bake-macadamia-nut-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup white sugar
1 cup brown sugar
.5 cup butter
.5 cup soy milk
2 tablespoons carob powder"
https://www.allrecipes.com/recipe/56938/traditional-pfefferneusse/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup shortening
.75 cup packed brown sugar
.5 cup molasses
3 drops anise oil
1 egg
.5 teaspoon baking soda
1 tablespoon hot water
3.5 cups all-purpose flour
.25 teaspoon salt
.5 teaspoon ground cinnamon"
https://www.allrecipes.com/recipe/70389/coconut-macaroons-from-white-bread/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,16 slices white bread
https://www.allrecipes.com/recipe/254321/chocolate-banana-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 pound dark chocolate chips
.5 cup butter
4 eggs
1 dash vanilla extract
3 ripe bananas
1 cup all purpose flour
1 cup white sugar"
https://www.allrecipes.com/recipe/255042/apple-pie-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
6 ounces cream cheese
2 tablespoons vanilla extract
2 cups all-purpose flour
5 teaspoons white sugar
2 teaspoons baking powder
1 teaspoon ground cinnamon
1 (15.25 ounce) can apple pie filling
2 tablespoons sugar"
https://www.allrecipes.com/recipe/244682/peanut-butter-magic-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 (14 ounce) can sweetened condensed milk
.25 cup Peter Pan® Crunchy Peanut Butter
11 whole graham crackers
.5 cup Parkay® Original Spread-tub
1 cup semisweet chocolate chunks
.25 cup toffee bits"
https://www.allrecipes.com/recipe/241363/cherry-almond-icebox-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
1 cup brown sugar
2 cups all-purpose flour
.5 cup sliced blanched almonds"
https://www.allrecipes.com/recipe/240677/cashew-butter-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.75 cups all-purpose flour
1 teaspoon baking soda
.5 teaspoon salt
.5 cup unsalted butter
.5 cup white sugar
1 teaspoon vanilla extract
.5 cup cashew butter
.5 cup firmly packed brown sugar"
https://www.allrecipes.com/recipe/240100/no-bake-choco-bar/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup peanut butter
.5 cup honey
.25 cup coconut oil
2 cups oats
1.25 cups dark chocolate chips
1 cup shredded coconut (optional)"
https://www.allrecipes.com/recipe/240429/rich-white-chocolate-cranberry-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
1 cup white sugar
2 eggs
2 teaspoons vanilla extract
1 (8 ounce) package white chocolate chips
.75 cup dried sweetened cranberries
.5 cup sweetened shredded coconut
1.5 cups all-purpose flour"
https://www.allrecipes.com/recipe/240430/easy-brown-butter-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup unsalted butter
2 cups all-purpose flour
2 teaspoons cornstarch
1 teaspoon baking powder
.25 teaspoon baking soda
.5 teaspoon salt
1 cup packed dark brown sugar"
https://www.allrecipes.com/recipe/238981/pecan-turtles-pie-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".67 cup white sugar
.5 cup butter
2 teaspoons vanilla extract
1 pinch salt
1.5 cups all-purpose flour
.67 cup packed brown sugar
.5 cup light corn syrup
3 eggs
.25 teaspoon salt
1 cup chopped pecans"
https://www.allrecipes.com/recipe/239564/flipped-pretzel-cookie-bars-with-caramel-filled-delightfulls/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup unsalted butter
2 cups coarsely crushed pretzel twists or sticks
.25 cup packed brown sugar
2.5 cups all-purpose flour
1 teaspoon baking soda
1 teaspoon salt
.75 cup unsalted butter
.75 cup granulated sugar
.75 cup packed brown sugar
2 large eggs
1.5 teaspoons vanilla extract"
https://www.allrecipes.com/recipe/218742/cinnamon-biscotti-with-pistachios/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2.25 cups all-purpose flour
1.5 teaspoons baking powder
.5 teaspoon salt
1 teaspoon ground cinnamon
.25 teaspoon ground cloves
.5 cup butter at room temperature
1 cup white sugar
2 eggs
1 teaspoon vanilla extract
1 cup cinnamon baking chips
1 cup shelled pistachio nuts"
https://www.allrecipes.com/recipe/228967/calypso-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.33 cups chopped dates
2.5 (1 ounce) squares unsweetened chocolate
.67 cup water
1.33 cups white sugar
.25 cup butter
1 teaspoon vanilla extract
1.25 cups packed brown sugar
.75 cup butter
1.5 cups quick-cooking oats
1.5 cups all-purpose flour
1 cup chopped walnuts"
https://www.allrecipes.com/recipe/229337/date-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"30 graham crackers
.33 cup butter
1 (14 ounce) can sweetened condensed milk
3 eggs
1.5 tablespoons vanilla extract"
https://www.allrecipes.com/recipe/230163/sheridans-peanut-butter-balls/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup rolled oats
1 cup peanut butter"
https://www.allrecipes.com/recipe/230164/peanut-butter-and-honey-balls/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup peanut butter
.5 cup dry milk powder
.25 cup honey"
https://www.allrecipes.com/recipe/228777/caramel-coconut-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3 cups white sugar
1 cup butter
1 tablespoon vanilla extract
4 eggs
1.5 cups all-purpose flour
1 cup unsweetened cocoa powder
1 teaspoon salt
1 cup semisweet chocolate chips
.75 cup toasted coconut
3 tablespoons caramel sauce
.25 cup toasted coconut"
https://www.allrecipes.com/recipe/235921/hungarian-kiffles/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 pound butter
1 pound cream cheese
4 cups sifted all-purpose flour
1 pound walnuts
1 cup white sugar"
https://www.allrecipes.com/recipe/234732/pound-cake-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.5 cups butter
1 cup sugar
2 egg yolks
3 cups flour"
https://www.allrecipes.com/recipe/234625/red-velvet-brownies-with-cream-cheese-frosting/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 teaspoon butter
1 cup white sugar
.5 cup unsalted butter
1 teaspoon vanilla extract
.25 cup cocoa powder
1 pinch salt
1 tablespoon red food coloring
1 teaspoon cider vinegar
2 eggs
.75 cup all-purpose flour
1 (8 ounce) package cream cheese
.25 cup white sugar"
https://www.allrecipes.com/recipe/234466/chef-johns-orange-pistachio-greenies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 tablespoons freshly grated orange zest
.5 cup butter
.5 cup white sugar
2 eggs
1 tablespoon orange juice
1 tablespoon milk
.25 teaspoon vanilla extract
2 cups shelled dry-roasted pistachio nuts
.5 teaspoon salt to taste (see footnote)
.5 teaspoon baking powder
.5 cup all-purpose flour
.5 cup miniature chocolate chips (optional)
1 tablespoon orange juice
2 teaspoons freshly grated orange zest"
https://www.allrecipes.com/recipe/231632/honey-lavender-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
.5 cup honey
1 egg"
https://www.allrecipes.com/recipe/231932/cinnamon-white-chocolate-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup butter
.5 cup shortening
.75 cup white sugar
.5 cup packed brown sugar
1 egg
2 teaspoons vanilla extract
1.75 cups all-purpose flour
1 teaspoon baking soda
.5 teaspoon salt
10 ounces white chocolate"
https://www.allrecipes.com/recipe/232142/apple-peanut-butter-oatmeal-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3 eggs
2 cups cinnamon applesauce
1 cup peanut butter
.5 cup brown sugar
2 teaspoons vanilla extract
3 cups rolled oats
1 cup all-purpose flour
1 cup flax seed meal
.5 cup whole wheat flour
1.5 teaspoons baking soda
1.5 teaspoons ground cinnamon
2 apples - peeled"
https://www.allrecipes.com/recipe/232872/strawberry-jam-marzipan-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.25 cups all-purpose flour
.5 cup butter
.33 cup brown sugar
.75 cup strawberry jam
.75 cup all-purpose flour
.5 cup brown sugar
.25 cup butter
.5 teaspoon almond extract
1 pinch salt
.75 cup confectioners sugar"
https://www.allrecipes.com/recipe/232729/double-coco-double-chocolate-chip-cookies-a-twist-on-toll-house-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2.25 cups all-purpose flour
.5 cup cocoa powder
1 teaspoon salt
.5 teaspoon baking soda
.5 cup white sugar
.5 cup brown sugar
.5 cup butter
.5 cup shortening
2 large eggs
1 teaspoon vanilla extract
1 cup semi-sweet chocolate chips"
https://www.allrecipes.com/recipe/232377/vegan-gluten-free-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3 tablespoons chia seed meal
.5 cup water
1 tablespoon water
1 cup raw sugar
.5 cup agave nectar
3 tablespoons vegan margarine
1 teaspoon gluten-free vanilla extract
.75 cup brown rice flour
.5 cup almond meal
1 teaspoon baking powder"
https://www.allrecipes.com/recipe/234723/pumpkin-white-chocolate-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3.5 cups all-purpose flour
2.25 cups white sugar
2 cups pumpkin puree
.25 cup vegetable oil
2 eggs
1.5 teaspoons baking powder
1.5 teaspoons baking soda
.5 teaspoon ground cinnamon
.5 teaspoon vanilla extract
.25 teaspoon ground cloves
.25 teaspoon ground nutmeg"
https://www.allrecipes.com/recipe/235030/portuguese-snow-drops/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,3 egg whites
https://www.allrecipes.com/recipe/235343/special-edition-peanut-butter-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups all-purpose flour
2 teaspoons baking powder
.5 teaspoon baking soda
.5 cup butter
.5 cup peanut butter
.5 cup brown sugar
.5 cup white sugar
2 eggs
1 cup quick-cooking oats"
https://www.allrecipes.com/recipe/236409/gluten-free-coconut-lime-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".25 cup white sugar
2 tablespoons vegetable oil
1 large egg
.5 cup gluten-free all purpose baking flour
.25 cup shredded unsweetened coconut
1 teaspoon grated lime zest
.25 teaspoon baking powder"
https://www.allrecipes.com/recipe/237117/creamy-strawberry-dessert-squares/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 (17.5 ounce) pouch sugar cookie mix
.5 cup butter
1 egg
1 (8 ounce) package cream cheese
1 (8 ounce) container frozen whipped topping
.33 cup white sugar
2 tablespoons cornstarch
4 cups sliced fresh strawberries
.33 cup water
1 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/237448/caramel-popcorn-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 (19.8 ounce) package brownie mix
.25 cup water
.25 cup vegetable oil
1 egg
3 cups popped popcorn
.5 cup peanuts
.5 cup chocolate chips
.5 cup peanut butter chips"
https://www.allrecipes.com/recipe/228334/puffed-millet-squares/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup natural peanut butter
.5 cup honey
.5 teaspoon salt
1 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/228248/meringue-bones/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"6 egg whites
.5 teaspoon cream of tartar
1 pinch salt"
https://www.allrecipes.com/recipe/229769/raspberry-linzer-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups all-purpose flour
.5 teaspoon baking soda
.25 teaspoon salt
.25 teaspoon ground cinnamon
.75 cup white sugar
.5 cup butter at room temperature
.25 cup egg substitute
1 teaspoon vanilla extract
.25 cup seedless raspberry jam"
https://www.allrecipes.com/recipe/230883/jeanines-decadent-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups white sugar
1.5 cups all-purpose flour
1 cup vegetable oil
.25 cup cocoa powder
4 eggs
1 teaspoon salt"
https://www.allrecipes.com/recipe/230789/rocky-road-peanut-butter-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".5 cup all-purpose flour
.33 cup unsweetened cocoa powder
.25 teaspoon baking powder
.25 teaspoon salt
1 cup white sugar
.5 cup butter
1 teaspoon vanilla extract
2 large eggs
1 cup peanut butter
1 cup semisweet chocolate chips"
https://www.allrecipes.com/recipe/220023/muddy-hearts/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 egg
1 cup crunchy peanut butter"
https://www.allrecipes.com/recipe/220796/brownie-cones/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 (19.8 ounce) package brownie mix
.5 cup vegetable oil
.25 cup water"
https://www.allrecipes.com/recipe/222129/healthier-award-winning-soft-chocolate-chip-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"4.5 cups all-purpose flour
2 teaspoons baking soda
1 cup butter
.5 cup unsweetened applesauce
1.5 cups packed brown sugar
.5 cup white sugar
2 (3.4 ounce) packages instant vanilla pudding mix
4 eggs
2 teaspoons vanilla extract
2 cups semisweet chocolate chips"
https://www.allrecipes.com/recipe/239554/dark-chocolate-ganache-brownie-cakes/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1.67 cups NESTLE® TOLL HOUSE® Dark Chocolate Morsels
1.5 cups granulated sugar
.5 cup unsalted butter
3 tablespoons water
3 large eggs
1.5 teaspoons vanilla extract
1.125 cups all-purpose flour
.25 teaspoon salt
2.5-inch round metal cookie cutter"
https://www.allrecipes.com/recipe/239293/gooey-caramel-apple-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup butter
1 cup brown sugar
.5 cup white sugar
.75 teaspoon baking soda
.5 teaspoon salt
2 eggs
1 teaspoon vanilla extract
2.5 cups all-purpose flour
3 apples - peeled
1 cup individually wrapped caramels"
https://www.allrecipes.com/recipe/238988/vegan-date-and-cashew-dessert/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 cup pitted dates
1.25 cups raw cashews
.25 teaspoon ground cardamom"
https://www.allrecipes.com/recipe/238409/chocolate-dipped-pistachio-biscotti/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup granulated sugar
5 tablespoons butter
1 tablespoon vanilla
1 teaspoon baking powder
.5 teaspoon salt
2 large eggs
2 egg whites
1 cup snipped dried apricots
1.75 cups dry-roasted pistachio nuts
2 cups all-purpose flour
.5 cup cornmeal
12 ounces bittersweet chocolate"
https://www.allrecipes.com/recipe/240301/grandma-mineccis-snowball-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,".75 cup shortening
.75 cup butter
.75 cup white sugar
2 eggs
4 teaspoons vanilla extract
4 cups all-purpose flour
1 teaspoon salt
.5 cup chopped pecans (optional)"
https://www.allrecipes.com/recipe/240403/grandmas-cutout-sugar-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 cups butter
1.5 cups white sugar
3 eggs
1 teaspoon vanilla extract
1 teaspoon almond extract (optional)
3.5 cups all-purpose flour
2 teaspoons cream of tartar"
https://www.allrecipes.com/recipe/240540/butterscotch-cream-cheese-brownies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"8 ounces cream cheese
2.33 cups white sugar
3 eggs
.75 cup water
.67 cup cocoa powder
.5 cup butter
2 cups all-purpose flour
.5 cup sour cream
1 teaspoon baking soda
1 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/240164/holiday-painted-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2.33 cups flour
1 teaspoon baking soda
1 teaspoon McCormick® Cinnamon
.25 teaspoon McCormick® Nutmeg
.25 teaspoon salt
1.25 cups sugar
1 cup butter
1 egg"
https://www.allrecipes.com/recipe/240049/crispy-rice-candy-corn-treats/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"9 cups miniature marshmallows
.5 cup butter
10 cups crispy rice cereal"
https://www.allrecipes.com/recipe/239826/fast-and-easy-israeli-tahini-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3 cups all-purpose flour
1 cup white sugar
2 teaspoons baking powder
14 tablespoons unsalted butter"
https://www.allrecipes.com/recipe/240580/chocolate-chip-cookies-with-avocado/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2.25 cups all-purpose flour
1 teaspoon baking soda
.5 teaspoon salt
.75 cup white sugar
.75 cup brown sugar
.5 cup unsalted butter
.5 cup mashed avocado
1 teaspoon vanilla extract"
https://www.allrecipes.com/recipe/240942/easy-snowballs/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 pound unsalted butter
1 cup confectioners sugar
4.5 cups all-purpose flour
1 cup finely chopped walnuts"
https://www.allrecipes.com/recipe/241341/easter-egg-dipper-treat/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"3 tablespoons butter or margarine
1 (10 ounce) package JET-PUFFED Marshmallows*
6 cups KELLOGGS® RICE KRISPIES® Cereal
1.5 cups semi-sweet chocolate morsels or milk chocolate morsels"
https://www.allrecipes.com/recipe/245033/cranberry-jam-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 (12 ounce) package fresh or frozen cranberries (not thawed if frozen)
.67 cup white sugar
.5 cup water
1.5 cups all-purpose flour
1 cup rolled oats (not quick-cooking)
.67 cup chopped pecans or walnuts
.75 cup packed light brown sugar
.75 teaspoon baking powder
.5 teaspoon salt
.5 teaspoon ground cinnamon"
https://www.allrecipes.com/recipe/254924/paleo-skillet-chocolate-chip-cookie/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2 tablespoons coconut oil
.5 cup unsalted butter
1 cup coconut sugar
3 cups almond flour
1 cup tapioca flour
1 teaspoon baking soda
.5 teaspoon sea salt
2 large eggs at room temperature"
https://www.allrecipes.com/recipe/246422/paleo-almond-date-cookies/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"2.5 cups blanched almond flour
1 cup pitted and chopped dates
.5 cup chopped dried cherries
.5 cup chopped walnuts
2 tablespoons chia seeds
.5 teaspoon baking soda
.5 teaspoon sea salt
.5 cup coconut oil
1 egg"
https://www.allrecipes.com/recipe/246732/butterscotch-bars/?internalSource=hub recipe&referringId=362&referringContentType=Recipe Hub,"1 package Duncan Hines® Moist Deluxe® French Vanilla Cake Mix
2 large eggs
1 cup butter or margarine
.75 cup firmly packed light brown sugar
1 teaspoon vanilla extract"
